date,BAYC
2022-03-06,142
2022-03-07,229
2022-03-08,206
2022-03-09,132
2022-03-10,131
2022-03-11,228
2022-03-12,134
2022-03-13,174
2022-03-14,297
2022-03-15,267
2022-03-16,352
2022-03-17,899
2022-03-18,1001
2022-03-19,516
2022-03-20,341
2022-03-21,427
2022-03-22,384
2022-03-23,555
2022-03-24,440
2022-03-25,254
2022-03-26,175
2022-03-27,192
2022-03-28,405
2022-03-29,312
2022-03-30,337
2022-03-31,351
2022-04-01,219
2022-04-02,265
2022-04-03,503
2022-04-04,458
2022-04-05,286
2022-04-06,213
2022-04-07,277
2022-04-08,151
2022-04-09,177
2022-04-10,281
2022-04-11,272
2022-04-12,201
2022-04-13,289
2022-04-14,458
2022-04-15,344
2022-04-16,204
2022-04-17,371
2022-04-18,269
2022-04-19,203
2022-04-20,374
2022-04-21,412
2022-04-22,333
2022-04-23,615
2022-04-24,347
2022-04-25,620
2022-04-26,710
2022-04-27,500
2022-04-28,594
2022-04-29,396
2022-04-30,811
2022-05-01,645
2022-05-02,444
2022-05-03,312
2022-05-04,505
2022-05-05,416
2022-05-06,565
2022-05-07,552
2022-05-08,481
2022-05-09,212
2022-05-10,281
2022-05-11,568
2022-05-12,377
2022-05-13,428
2022-05-14,287
2022-05-15,297
2022-05-16,358
2022-05-17,250
2022-05-18,213
2022-05-19,570
2022-05-20,353
2022-05-21,310
2022-05-22,251
2022-05-23,342
2022-05-24,217
2022-05-25,289
2022-05-26,272
2022-05-27,123
2022-05-28,185
2022-05-29,185
2022-05-30,332
2022-05-31,65
2022-06-01,186
2022-06-02,239
2022-06-03,236
2022-06-04,234
2022-06-05,318
2022-06-06,404
2022-06-07,108
2022-06-08,189
2022-06-09,275
2022-06-10,212
2022-06-11,234
2022-06-12,167
2022-06-13,285
2022-06-14,327
2022-06-15,400
2022-06-16,196
2022-06-17,185
2022-06-18,341
2022-06-19,228
2022-06-20,129
2022-06-21,699
2022-06-22,380
2022-06-23,692
2022-06-24,286
2022-06-25,490
2022-06-26,220
2022-06-27,224
2022-06-28,362
2022-06-29,137
2022-06-30,192
2022-07-01,457
2022-07-02,150
2022-07-03,227
2022-07-04,241
2022-07-05,231
2022-07-06,138
2022-07-07,124
2022-07-08,161
2022-07-09,238
2022-07-10,310
2022-07-11,273
2022-07-12,329
2022-07-13,325
2022-07-14,355
2022-07-15,226
2022-07-16,162
2022-07-17,210
2022-07-18,142
2022-07-19,140
2022-07-20,171
2022-07-21,92
2022-07-22,162
2022-07-23,421
2022-07-24,89
2022-07-25,250
2022-07-26,222
2022-07-27,184
2022-07-28,353
2022-07-29,267
2022-07-30,210
2022-07-31,127
2022-08-01,200
2022-08-02,180
2022-08-03,198
2022-08-04,284
2022-08-05,158
2022-08-06,261
2022-08-07,53
2022-08-08,180
2022-08-09,247
2022-08-10,87
2022-08-11,179
2022-08-12,177
2022-08-13,222
2022-08-14,337
2022-08-15,168
2022-08-16,178
2022-08-17,328
2022-08-18,180
2022-08-19,249
2022-08-20,296
2022-08-21,70
2022-08-22,281
2022-08-23,167
2022-08-24,243
2022-08-25,223
2022-08-26,183
2022-08-27,257
2022-08-28,103
2022-08-29,286
2022-08-30,109
2022-08-31,275
2022-09-01,238
2022-09-02,208
2022-09-03,263
2022-09-04,238
2022-09-05,342
2022-09-06,329
2022-09-07,160
2022-09-08,194
2022-09-09,121
2022-09-10,388
2022-09-11,242
2022-09-12,155
2022-09-13,123
2022-09-14,251
2022-09-15,105
2022-09-16,278
2022-09-17,268
2022-09-18,100
2022-09-19,245
2022-09-20,463
2022-09-21,306
2022-09-22,171
2022-09-23,167
2022-09-24,147
2022-09-25,354
2022-09-26,89
2022-09-27,209
2022-09-28,313
2022-09-29,94
2022-09-30,1290
