date,cryptopunks
2022-06-03,333
2022-06-04,114
2022-06-05,39
2022-06-06,197
2022-06-07,228
2022-06-08,97
2022-06-09,170
2022-06-10,147
2022-06-11,258
2022-06-12,0
2022-06-13,151
2022-06-14,211
2022-06-15,280
2022-06-16,139
2022-06-17,119
2022-06-18,302
2022-06-19,264
2022-06-20,189
2022-06-21,156
2022-06-22,184
2022-06-23,81
2022-06-24,292
2022-06-25,161
2022-06-26,152
2022-06-27,189
2022-06-28,258
2022-06-29,168
2022-06-30,419
2022-07-01,57
2022-07-02,170
2022-07-03,356
2022-07-04,290
2022-07-05,160
2022-07-06,149
2022-07-07,175
2022-07-08,100
2022-07-09,190
2022-07-10,175
2022-07-11,134
2022-07-12,211
2022-07-13,87
2022-07-14,227
2022-07-15,304
2022-07-16,418
2022-07-17,203
2022-07-18,295
2022-07-19,214
2022-07-20,167
2022-07-21,202
2022-07-22,140
2022-07-23,166
2022-07-24,189
2022-07-25,342
2022-07-26,349
2022-07-27,167
2022-07-28,27
2022-07-29,94
2022-07-30,231
2022-07-31,188
2022-08-01,188
2022-08-02,241
2022-08-03,150
2022-08-04,137
2022-08-05,88
2022-08-06,209
2022-08-07,216
2022-08-08,172
2022-08-09,50
2022-08-10,65
2022-08-11,374
2022-08-12,228
2022-08-13,145
2022-08-14,201
2022-08-15,227
2022-08-16,194
2022-08-17,286
2022-08-18,241
2022-08-19,284
2022-08-20,240
2022-08-21,193
2022-08-22,73
2022-08-23,294
2022-08-24,178
2022-08-25,353
2022-08-26,132
2022-08-27,119
2022-08-28,64
2022-08-29,82
2022-08-30,138
2022-08-31,189
2022-09-01,178
2022-09-02,311
2022-09-03,178
2022-09-04,308
2022-09-05,98
2022-09-06,53
2022-09-07,295
2022-09-08,109
2022-09-09,116
2022-09-10,251
2022-09-11,52
2022-09-12,135
2022-09-13,144
2022-09-14,226
2022-09-15,266
2022-09-16,102
2022-09-17,205
2022-09-18,20
2022-09-19,158
2022-09-20,89
2022-09-21,102
2022-09-22,212
2022-09-23,222
2022-09-24,86
2022-09-25,229
2022-09-26,157
2022-09-27,170
2022-09-28,187
2022-09-29,160
2022-09-30,833
