DateTime,Average USD,Active market wallets,Number of sales,Sales USD,Primary Sales,Secondary sales,Primary sales USD,Secondary sales USD,Unique buyers,Unique sellers,ΔAverage USD,ΔActive market wallets,ΔNumber of sales,ΔSales USD,ΔPrimary Sales,ΔSecondary sales,ΔPrimary sales USD,ΔSecondary sales USD,ΔUnique buyers,ΔUnique sellers
2020-06-23 00:00:00,37.67,1024,3345,126001.9,2865,480,101554.47,24447.43,685,418,5.27,-199,-1647,-53085.02,-1707,60,-51516.94,-1568.07,-181,-27
2020-06-24 00:00:00,42.94,825,1698,72916.88,1158,540,50037.53,22879.36,504,391,-16.71,75,998,-2197.28,988,10,-5470.05,3272.76,79,-6
2020-06-25 00:00:00,26.23,900,2696,70719.6,2146,550,44567.48,26152.12,583,385,6.25,-21,-849,-10722.02,-764,-85,-9733.09,-988.94,-31,11
2020-06-26 00:00:00,32.48,879,1847,59997.58,1382,465,34834.39,25163.18,552,396,-11.6,1,229,-16643.68,160,69,-6792.44,-9851.23,-14,15
2020-06-27 00:00:00,20.88,880,2076,43353.9,1542,534,28041.95,15311.95,538,411,25.07,16,-513,28473.29,-487,-26,14722.4,13750.89,-22,24
2020-06-28 00:00:00,45.95,896,1563,71827.19,1055,508,42764.35,29062.84,516,435,10.55,45,-103,10655.93,-148,45,1194.99,9460.93,13,55
2020-06-29 00:00:00,56.5,941,1460,82483.12,907,553,43959.34,38523.77,529,490,-11.13,30,1640,58150.9,1692,-52,48221.75,9929.17,111,-66
2020-06-30 00:00:00,45.37,971,3100,140634.02,2599,501,92181.09,48452.94,640,424,21.64,-31,-1209,-13912.13,-1418,209,-25639.59,11727.45,-97,69
2020-07-01 00:00:00,67.01,940,1891,126721.89,1181,710,66541.5,60180.39,543,493,-20.45,48,402,-19965.37,525,-123,8637.45,-28602.83,81,-23
2020-07-02 00:00:00,46.56,988,2293,106756.52,1706,587,75178.95,31577.56,624,470,-10.42,-79,-347,-36426.6,-446,99,-34072.95,-2353.64,-82,-7
2020-07-03 00:00:00,36.14,909,1946,70329.92,1260,686,41106,29223.92,542,463,-11.59,132,1308,9545.38,1190,118,-3421.48,12966.86,87,39
2020-07-04 00:00:00,24.55,1041,3254,79875.3,2450,804,37684.52,42190.78,629,502,2.57,-103,-756,-12134.41,-660,-96,-2701.43,-9432.98,-58,-31
2020-07-05 00:00:00,27.12,938,2498,67740.89,1790,708,34983.09,32757.8,571,471,10.8,77,-473,9048.19,-490,17,5225.14,3823.06,33,26
2020-07-06 00:00:00,37.92,1015,2025,76789.08,1300,725,40208.23,36580.86,604,497,-6.12,33,32,-11379.96,-12,44,-7582.25,-3797.71,12,40
2020-07-07 00:00:00,31.8,1048,2057,65409.12,1288,769,32625.98,32783.15,616,537,8.12,60,462,35158.32,35,427,6657.13,28501.18,41,23
2020-07-08 00:00:00,39.92,1108,2519,100567.44,1323,1196,39283.11,61284.33,657,560,-4.09,88,406,4238.04,469,-63,2793.25,1444.79,68,34
2020-07-09 00:00:00,35.83,1196,2925,104805.48,1792,1133,42076.36,62729.12,725,594,3.62,-51,-21,9760.72,112,-133,2654.06,7106.65,-33,-11
2020-07-10 00:00:00,39.45,1145,2904,114566.2,1904,1000,44730.42,69835.77,692,583,4.01,69,1213,64339.02,1128,85,44329.71,20009.32,3,56
2020-07-11 00:00:00,43.46,1214,4117,178905.22,3032,1085,89060.13,89845.09,695,639,-6.09,-51,-1071,-65069.4,-1069,-2,-27620.61,-37448.79,-64,12
2020-07-12 00:00:00,37.37,1163,3046,113835.82,1963,1083,61439.52,52396.3,631,651,24.66,-230,-1371,-9941.58,-917,-454,-19004.21,9062.63,-111,-163
2020-07-13 00:00:00,62.03,933,1675,103894.24,1046,629,42435.31,61458.93,520,488,-0.09,93,90,5423.57,27,63,-12160.29,17583.86,58,38
2020-07-14 00:00:00,61.94,1026,1765,109317.81,1073,692,30275.02,79042.79,578,526,-9.68,-48,101,-11803.88,81,20,16585.37,-28389.25,-43,8
2020-07-15 00:00:00,52.26,978,1866,97513.93,1154,712,46860.39,50653.54,535,534,-13.85,12,164,-19544.85,187,-23,-14087.82,-5457.04,32,-34
2020-07-16 00:00:00,38.41,990,2030,77969.08,1341,689,32772.57,45196.5,567,500,9.97,-99,-391,1318.86,-275,-116,6279.77,-4960.9,-31,-38
2020-07-17 00:00:00,48.38,891,1639,79287.94,1066,573,39052.34,40235.6,536,462,-16.02,53,475,-10878.72,387,88,226.03,-11104.74,5,19
2020-07-18 00:00:00,32.36,944,2114,68409.22,1453,661,39278.37,29130.86,541,481,47.37,-80,-667,46966.61,-497,-170,28121.68,18844.92,-39,-33
2020-07-19 00:00:00,79.73,864,1447,115375.83,956,491,67400.05,47975.78,502,448,-0.84,-32,-62,-6112.81,-37,-25,-12201.34,6088.53,2,-43
2020-07-20 00:00:00,78.89,832,1385,109263.02,919,466,55198.71,54064.31,504,405,-12.62,92,191,-4818.82,98,93,14918.38,-19737.2,31,72
2020-07-21 00:00:00,66.27,924,1576,104444.2,1017,559,70117.09,34327.11,535,477,27.11,-32,-74,35812.87,-59,-15,-10945.43,46758.3,4,-42
2020-07-22 00:00:00,93.38,892,1502,140257.07,958,544,59171.66,81085.41,539,435,-12.13,-33,-67,-23664.9,-55,-12,28432.16,-52097.05,-5,-34
2020-07-23 00:00:00,81.25,859,1435,116592.17,903,532,87603.82,28988.36,534,401,-4.45,-12,164,6204.69,227,-63,-10133.2,16337.88,-15,-14
2020-07-24 00:00:00,76.8,847,1599,122796.86,1130,469,77470.62,45326.24,519,387,9.55,9,142,27541.78,31,111,34578.58,-7036.8,8,45
2020-07-25 00:00:00,86.35,856,1741,150338.64,1161,580,112049.2,38289.44,527,432,-1.96,-54,-346,-32611.32,-212,-134,-54899.82,22288.5,-47,-50
2020-07-26 00:00:00,84.39,802,1395,117727.32,949,446,57149.38,60577.94,480,382,25.92,-101,-366,-4214.41,-334,-32,-7410.98,3196.56,-50,-49
2020-07-27 00:00:00,110.31,701,1029,113512.91,615,414,49738.4,63774.5,430,333,-15.93,110,135,-3652.42,66,69,23143.05,-26795.46,65,53
2020-07-28 00:00:00,94.38,811,1164,109860.49,681,483,72881.45,36979.04,495,386,50.75,-44,-22,55881.69,72,-94,17103.22,38778.47,-7,-48
2020-07-29 00:00:00,145.13,767,1142,165742.18,753,389,89984.67,75757.51,488,338,-39.29,40,316,-11433.7,182,134,-11104.42,-329.28,16,37
2020-07-30 00:00:00,105.84,807,1458,154308.48,935,523,78880.25,75428.23,504,375,-25.29,-48,-343,-64494.3,-190,-153,-20991.59,-43502.72,-34,-17
2020-07-31 00:00:00,80.55,759,1115,89814.18,745,370,57888.66,31925.51,470,358,-5.18,47,132,4167.45,91,41,-4570.5,8737.96,26,19
2020-08-01 00:00:00,75.37,806,1247,93981.63,836,411,53318.16,40663.47,496,377,66.06,47,85,94397.23,1,84,18574.13,75823.11,45,6
2020-08-02 00:00:00,141.43,853,1332,188378.86,837,495,71892.29,116486.58,541,383,-21.46,-78,-185,-50777.46,-44,-141,-12933.19,-37844.28,-64,-34
2020-08-03 00:00:00,119.97,775,1147,137601.4,793,354,58959.1,78642.3,477,349,-38.12,372,4201,300107.27,4041,160,239486.99,60620.28,361,39
2020-08-04 00:00:00,81.85,1147,5348,437708.67,4834,514,298446.09,139262.58,838,388,-11.01,-172,-3354,-296459.93,-3479,125,-207037.91,-89422.02,-206,24
2020-08-05 00:00:00,70.84,975,1994,141248.74,1355,639,91408.18,49840.56,632,412,3.41,-19,-309,-16141.82,-394,85,-36204.93,20063.12,-43,37
2020-08-06 00:00:00,74.25,956,1685,125106.92,961,724,55203.25,69903.68,589,449,6.16,-5,-174,-3601.72,-203,29,-2462.35,-1139.38,10,-2
2020-08-07 00:00:00,80.41,951,1511,121505.2,758,753,52740.9,68764.3,599,447,6.21,-36,279,33539.56,185,94,8926.53,24613.03,-51,-5
2020-08-08 00:00:00,86.62,915,1790,155044.76,943,847,61667.43,93377.33,548,442,29.05,-64,-497,-5486.33,-197,-300,1267.56,-6753.89,-31,-47
2020-08-09 00:00:00,115.67,851,1293,149558.43,746,547,62934.99,86623.44,517,395,-13.89,-207,-411,-59788.01,-259,-152,-12927.8,-46860.22,-111,-110
2020-08-10 00:00:00,101.78,644,882,89770.42,487,395,50007.19,39763.22,406,285,22.32,41,-69,11123.42,-36,-33,-2137.45,13260.88,-29,64
2020-08-11 00:00:00,124.1,685,813,100893.84,451,362,47869.74,53024.1,377,349,85.65,-351,-459,-26644.03,-227,-232,-12034.5,-14609.53,-186,-195
2020-08-12 00:00:00,209.75,334,354,74249.81,224,130,35835.24,38414.57,191,154,-73.68,281,684,66995.05,424,260,53106.21,13888.84,189,161
2020-08-13 00:00:00,136.07,615,1038,141244.86,648,390,88941.45,52303.41,380,315,15.38,65,-34,10811.85,-180,146,4811.36,6000.5,30,29
2020-08-14 00:00:00,151.45,680,1004,152056.71,468,536,93752.81,58303.91,410,344,12.11,71,-23,8398.32,124,-147,29834.26,-21435.95,38,11
2020-08-15 00:00:00,163.56,751,981,160455.03,592,389,123587.07,36867.96,448,355,-45.12,7,268,-12523.94,-7,275,-32824.64,20300.7,24,-26
2020-08-16 00:00:00,118.44,758,1249,147931.09,585,664,90762.43,57168.66,472,329,-24.96,-76,-360,-64831.27,-116,-244,-37454.8,-27376.47,-59,4
2020-08-17 00:00:00,93.48,682,889,83099.82,469,420,53307.63,29792.19,413,333,66.2,2,217,93511.52,197,20,18533.06,74978.46,-9,2
2020-08-18 00:00:00,159.68,684,1106,176611.34,666,440,71840.69,104770.65,404,335,-55.51,-13,-111,-72964.32,-61,-50,-20464.4,-52499.92,9,-21
2020-08-19 00:00:00,104.17,671,995,103647.02,605,390,51376.29,52270.73,413,314,-9.38,84,286,17784.37,193,93,11748.56,6035.81,52,34
2020-08-20 00:00:00,94.79,755,1281,121431.39,798,483,63124.85,58306.54,465,348,43.51,-92,-378,3454.72,-263,-115,8240.67,-4785.95,-50,-45
2020-08-21 00:00:00,138.3,663,903,124886.11,535,368,71365.52,53520.59,415,303,-18.35,43,148,1180.09,64,84,-380.1,1560.19,16,28
2020-08-22 00:00:00,119.95,706,1051,126066.2,599,452,70985.42,55080.78,431,331,21.46,86,298,64689.37,153,145,-5811.89,70501.26,51,31
2020-08-23 00:00:00,141.41,792,1349,190755.57,752,597,65173.53,125582.04,482,362,-16.95,-32,-341,-65302.07,-186,-155,1789.55,-67091.62,-18,-12
2020-08-24 00:00:00,124.46,760,1008,125453.5,566,442,66963.08,58490.42,464,350,-24.28,80,251,676.53,125,126,2430.26,-1753.73,49,68
2020-08-25 00:00:00,100.18,840,1259,126130.03,691,568,69393.34,56736.69,513,418,7.03,7,-65,1874.95,55,-120,1846.86,28.08,-7,10
2020-08-26 00:00:00,107.21,847,1194,128004.98,746,448,71240.2,56764.77,506,428,11.04,111,139,29623.89,-5,144,15961.25,13662.66,70,42
2020-08-27 00:00:00,118.25,958,1333,157628.87,741,592,87201.45,70427.43,576,470,52.65,75,103,87790.54,19,84,94463.66,-6673.14,35,34
2020-08-28 00:00:00,170.9,1033,1436,245419.41,760,676,181665.11,63754.29,611,504,-123.79,667,1808,-92579.58,827,981,-93053.28,473.7,112,558
2020-08-29 00:00:00,47.11,1700,3244,152839.83,1587,1657,88611.83,64227.99,723,1062,13.48,-211,-690,1906.78,-304,-386,13817.8,-11911.01,-76,-149
2020-08-30 00:00:00,60.59,1489,2554,154746.61,1283,1271,102429.63,52316.98,647,913,60.78,-616,-1265,1697.76,-556,-709,14811.1,-13113.34,-205,-424
2020-08-31 00:00:00,121.37,873,1289,156444.37,727,562,117240.73,39203.64,442,489,141.32,-592,-1050,-93662.13,-589,-461,-82755.44,-10906.69,-279,-368
2020-09-01 00:00:00,262.69,281,239,62782.24,138,101,34485.29,28296.95,163,121,-148.62,208,478,19007.57,367,111,27685.99,-8678.42,143,98
2020-09-02 00:00:00,114.07,489,717,81789.81,505,212,62171.28,19618.53,306,219,-1.87,147,467,51055.54,331,136,31192.84,19862.7,110,84
2020-09-03 00:00:00,112.2,636,1184,132845.35,836,348,93364.12,39481.23,416,303,-13.62,281,343,17686.71,38,305,-16319.15,34005.86,89,173
2020-09-04 00:00:00,98.58,917,1527,150532.06,874,653,77044.97,73487.09,505,476,-31.39,-234,-348,-71316.75,-109,-239,-20603.64,-50713.11,-106,-147
2020-09-05 00:00:00,67.19,683,1179,79215.31,765,414,56441.33,22773.98,399,329,51.47,334,390,106969.46,64,326,28049.91,78919.55,163,192
2020-09-06 00:00:00,118.66,1017,1569,186184.77,829,740,84491.24,101693.53,562,521,-33.35,-27,101,-43718.4,223,-122,5779.63,-49498.03,14,-19
2020-09-07 00:00:00,85.31,990,1670,142466.37,1052,618,90270.87,52195.5,576,502,-4.58,42,-234,-26540.72,-248,14,-9811,-16729.72,-13,42
2020-09-08 00:00:00,80.73,1032,1436,115925.65,804,632,80459.87,35465.78,563,544,19.06,-42,38,31166.31,61,-23,17575.25,13591.06,25,-48
2020-09-09 00:00:00,99.79,990,1474,147091.96,865,609,98035.12,49056.84,588,496,18.16,-94,-231,-482.47,-168,-63,-14222.29,13739.82,-81,-27
2020-09-10 00:00:00,117.95,896,1243,146609.49,697,546,83812.83,62796.66,507,469,38.3,56,153,71511.81,105,48,43184.43,28327.38,52,29
2020-09-11 00:00:00,156.25,952,1396,218121.3,802,594,126997.26,91124.04,559,498,-17.4,49,-25,-27758.76,-16,-9,-38840.81,11082.04,-4,28
2020-09-12 00:00:00,138.85,1001,1371,190362.54,786,585,88156.45,102206.08,555,526,28.27,-4,244,79535.44,142,102,58122.99,21412.46,-4,12
2020-09-13 00:00:00,167.12,997,1615,269897.98,928,687,146279.44,123618.54,551,538,50.09,-156,-322,10953.71,-185,-137,9059.39,1894.32,-71,-89
2020-09-14 00:00:00,217.21,841,1293,280851.69,743,550,155338.83,125512.86,480,449,-57.86,550,1730,200868.55,1431,299,119054.49,81814.07,456,135
2020-09-15 00:00:00,159.35,1391,3023,481720.24,2174,849,274393.32,207326.93,936,584,-84.29,-102,-302,-277484.4,-282,-20,-133564.44,-143919.98,-101,-57
2020-09-16 00:00:00,75.06,1289,2721,204235.84,1892,829,140828.88,63406.95,835,527,38.13,-624,-1211,-33320.81,-597,-614,-129.91,-33190.88,-326,-359
2020-09-17 00:00:00,113.19,665,1510,170915.03,1295,215,140698.97,30216.07,509,168,18.95,612,1725,256549.17,960,765,164237.71,92311.45,355,371
2020-09-18 00:00:00,132.14,1277,3235,427464.2,2255,980,304936.68,122527.52,864,539,32.43,33,-1368,-120203.82,-1424,56,-127791.31,7587.49,-120,117
2020-09-19 00:00:00,164.57,1310,1867,307260.38,831,1036,177145.37,130115.01,744,656,20.39,68,471,125173.82,173,298,96922.75,28251.07,89,-13
2020-09-20 00:00:00,184.96,1378,2338,432434.2,1004,1334,274068.12,158366.08,833,643,-65.35,-102,-550,-218563.72,-270,-280,-186307,-32256.72,-124,6
2020-09-21 00:00:00,119.61,1276,1788,213870.48,734,1054,87761.12,126109.36,709,649,135.66,765,3944,1249311.04,1907,2037,555319.78,693991.26,698,327
2020-09-22 00:00:00,255.27,2041,5732,1463181.52,2641,3091,643080.9,820100.62,1407,976,147.05,1325,4026,2462639.82,168,3858,666378.1,1796261.73,1019,703
2020-09-23 00:00:00,402.32,3366,9758,3925821.34,2809,6949,1309459,2616362.35,2426,1679,50.31,-1068,-4671,-1623275.24,-816,-3855,-380314.38,-1242960.87,-959,-492
2020-09-24 00:00:00,452.63,2298,5087,2302546.1,1993,3094,929144.62,1373401.48,1467,1187,-156.69,67,235,-727571.41,-442,677,-294377.58,-433193.83,-85,121
2020-09-25 00:00:00,295.94,2365,5322,1574974.69,1551,3771,634767.04,940207.65,1382,1308,93.83,-80,-1429,-57602.62,-111,-1318,-8737.91,-48864.71,-12,-128
2020-09-26 00:00:00,389.77,2285,3893,1517372.07,1440,2453,626029.13,891342.94,1370,1180,-53.54,-2,121,-167755.85,110,11,-150431.58,-17324.26,-2,15
2020-09-27 00:00:00,336.23,2283,4014,1349616.22,1550,2464,475597.55,874018.68,1368,1195,79.7,-170,-489,116540.38,-161,-328,28311.56,88228.81,-148,-58
2020-09-28 00:00:00,415.93,2113,3525,1466156.6,1389,2136,503909.11,962247.49,1220,1137,-124.19,-279,-712,-645503.44,-242,-470,-139653.14,-505850.29,-215,-143
2020-09-29 00:00:00,291.74,1834,2813,820653.16,1147,1666,364255.97,456397.2,1005,994,-134.77,-198,-267,-421007.46,47,-314,-194039.14,-226968.32,-44,-173
2020-09-30 00:00:00,156.97,1636,2546,399645.7,1194,1352,170216.83,229428.88,961,821,24.72,-45,-234,20420.17,-71,-163,32270.47,-11850.31,-36,-35
2020-10-01 00:00:00,181.69,1591,2312,420065.87,1123,1189,202487.3,217578.57,925,786,-50.48,-24,139,-98468.41,15,124,-65012.23,-33456.17,-27,5
2020-10-02 00:00:00,131.21,1567,2451,321597.46,1138,1313,137475.07,184122.4,898,791,28.68,265,464,144475.19,428,36,118241.33,26233.85,120,178
2020-10-03 00:00:00,159.89,1832,2915,466072.65,1566,1349,255716.4,210356.25,1018,969,-8.94,-135,-311,-73009.34,-333,22,-101537.58,28528.24,-71,-73
2020-10-04 00:00:00,150.95,1697,2604,393063.31,1233,1371,154178.82,238884.49,947,896,2.69,3,-163,-18019.07,34,-197,39331.24,-57350.3,22,-44
2020-10-05 00:00:00,153.64,1700,2441,375044.24,1267,1174,193510.06,181534.19,969,852,-33.48,71,819,16666.95,317,502,149.27,16517.67,32,96
2020-10-06 00:00:00,120.16,1771,3260,391711.19,1584,1676,193659.33,198051.86,1001,948,23.64,0,-619,-11939.7,-323,-296,-13879.38,1939.68,-36,3
2020-10-07 00:00:00,143.8,1771,2641,379771.49,1261,1380,179779.95,199991.54,965,951,28.1,-104,-118,53928.83,147,-265,15675.82,38253.01,-2,-103
2020-10-08 00:00:00,171.9,1667,2523,433700.32,1408,1115,195455.77,238244.55,963,848,-14.36,88,119,-17477.78,-35,154,10434.44,-27912.22,68,43
2020-10-09 00:00:00,157.54,1755,2642,416222.54,1373,1269,205890.21,210332.33,1031,891,-8.87,-123,-172,-48997.94,12,-184,8277.5,-57275.44,-107,-28
2020-10-10 00:00:00,148.67,1632,2470,367224.6,1385,1085,214167.71,153056.89,924,863,-29.35,275,402,-24539.17,152,250,-60417.19,35878.02,143,137
2020-10-11 00:00:00,119.32,1907,2872,342685.43,1537,1335,153750.52,188934.91,1067,1000,12.82,-345,-504,-29775.5,-249,-255,-13534.82,-16240.67,-140,-232
2020-10-12 00:00:00,132.14,1562,2368,312909.93,1288,1080,140215.7,172694.24,927,768,-17.76,127,50,-36347.32,163,-113,32890.04,-69237.37,107,35
2020-10-13 00:00:00,114.38,1689,2418,276562.61,1451,967,173105.74,103456.87,1034,803,16.44,53,282,76651.43,-16,298,16727.93,59923.5,-59,105
2020-10-14 00:00:00,130.82,1742,2700,353214.04,1435,1265,189833.67,163380.37,975,908,52.43,29,-33,135504.83,-14,-19,-4910.16,140414.99,134,-104
2020-10-15 00:00:00,183.25,1771,2667,488718.87,1421,1246,184923.51,303795.36,1109,804,-63.55,-165,-268,-201556.95,101,-369,-41872.64,-159684.31,-166,10
2020-10-16 00:00:00,119.7,1606,2399,287161.92,1522,877,143050.87,144111.05,943,814,20.5,244,989,187834.13,378,611,176489.21,11344.92,94,165
2020-10-17 00:00:00,140.2,1850,3388,474996.05,1900,1488,319540.08,155455.97,1037,979,-24.09,14,-259,-111686.73,-27,-232,-102163.85,-9522.88,18,14
2020-10-18 00:00:00,116.11,1864,3129,363309.32,1873,1256,217376.23,145933.09,1055,993,48.26,-185,-456,76058.83,-200,-256,-93605.67,169664.5,-42,-168
2020-10-19 00:00:00,164.37,1679,2673,439368.15,1673,1000,123770.56,315597.59,1013,825,-63.62,-113,-498,-220228.49,-412,-86,-10918.67,-209309.82,-121,-29
2020-10-20 00:00:00,100.75,1566,2175,219139.66,1261,914,112851.89,106287.77,892,796,62.73,-64,-205,102921.52,-108,-97,84487.93,18433.59,38,-103
2020-10-21 00:00:00,163.48,1502,1970,322061.18,1153,817,197339.82,124721.36,930,693,75.84,21,115,176918.12,6,109,42023.53,134894.59,-63,90
2020-10-22 00:00:00,239.32,1523,2085,498979.3,1159,926,239363.35,259615.95,867,783,-152.48,128,941,-236197.58,305,636,-94263.5,-141934.09,44,120
2020-10-23 00:00:00,86.84,1651,3026,262781.72,1464,1562,145099.85,117681.86,911,903,1.86,316,1667,153497.65,1455,212,137163.19,16334.47,199,173
2020-10-24 00:00:00,88.7,1967,4693,416279.37,2919,1774,282263.04,134016.33,1110,1076,-22.72,-144,836,-51499.51,1046,-210,-123288.47,71788.96,-13,-121
2020-10-25 00:00:00,65.98,1823,5529,364779.86,3965,1564,158974.57,205805.29,1097,955,17.66,46,-1816,-54213.37,-1669,-147,-15714.43,-38498.94,-35,12
2020-10-26 00:00:00,83.64,1869,3713,310566.49,2296,1417,143260.14,167306.35,1062,967,-31.6,141,418,-95597.3,369,49,-6336.56,-89260.73,128,41
2020-10-27 00:00:00,52.04,2010,4131,214969.19,2665,1466,136923.58,78045.62,1190,1008,33.63,-239,-954,57192.33,-688,-266,41995.68,15196.63,-119,-142
2020-10-28 00:00:00,85.67,1771,3177,272161.52,1977,1200,178919.26,93242.25,1071,866,-11.77,94,315,-14111.75,73,242,-27776.7,13664.96,50,71
2020-10-29 00:00:00,73.9,1865,3492,258049.77,2050,1442,151142.56,106907.21,1121,937,-4.37,103,92,-8839.48,263,-171,-177.8,-8661.69,68,51
2020-10-30 00:00:00,69.53,1968,3584,249210.29,2313,1271,150964.76,98245.52,1189,988,-5.66,99,1141,52554.63,955,186,39836.93,12717.71,100,54
2020-10-31 00:00:00,63.87,2067,4725,301764.92,3268,1457,190801.69,110963.23,1289,1042,53.7,-163,-1649,59870.29,-1237,-412,12782.82,47087.47,-106,-65
2020-11-01 00:00:00,117.57,1904,3076,361635.21,2031,1045,203584.51,158050.7,1183,977,-24.87,-308,-648,-136567.71,-555,-93,-46799.19,-89768.52,-221,-186
2020-11-02 00:00:00,92.7,1596,2428,225067.5,1476,952,156785.32,68282.18,962,791,38.39,155,138,111318.01,83,55,99144.43,12173.59,134,67
2020-11-03 00:00:00,131.09,1751,2566,336385.51,1559,1007,255929.75,80455.77,1096,858,-27.26,-32,78,-61855.95,73,5,-51820.98,-10034.98,-42,-32
2020-11-04 00:00:00,103.83,1719,2644,274529.56,1632,1012,204108.77,70420.79,1054,826,-15.01,-25,-184,-56039.55,-92,-92,-76391.08,20351.53,-18,-1
2020-11-05 00:00:00,88.82,1694,2460,218490.01,1540,920,127717.69,90772.32,1036,825,113.95,-95,-226,234505.37,-229,3,98387.2,136118.17,-62,-19
2020-11-06 00:00:00,202.77,1599,2234,452995.38,1311,923,226104.89,226890.49,974,806,-85.24,24,411,-142131.08,391,20,-69326.43,-72804.65,8,12
2020-11-07 00:00:00,117.53,1623,2645,310864.3,1702,943,156778.46,154085.84,982,818,-29.75,320,1004,9441.63,653,351,74725.35,-65283.73,244,150
2020-11-08 00:00:00,87.78,1943,3649,320305.93,2355,1294,231503.81,88802.11,1226,968,1.75,-213,-893,-73557.32,-544,-349,-80514.4,6957.09,-146,-150
2020-11-09 00:00:00,89.53,1730,2756,246748.61,1811,945,150989.41,95759.2,1080,818,31.04,370,290,120512.43,22,268,80132.18,40380.25,263,173
2020-11-10 00:00:00,120.57,2100,3046,367261.04,1833,1213,231121.59,136139.45,1343,991,14.04,-39,34,47325.9,-27,61,51763.34,-4437.44,-69,27
2020-11-11 00:00:00,134.61,2061,3080,414586.94,1806,1274,282884.93,131702.01,1274,1018,-75.24,838,13902,593631.73,13512,390,548085.88,45545.86,928,-75
2020-11-12 00:00:00,59.37,2899,16982,1008218.67,15318,1664,830970.81,177247.87,2202,943,75.07,-926,-13594,-552735.83,-13816,222,-628084.24,75348.4,-874,-83
2020-11-13 00:00:00,134.44,1973,3388,455482.84,1502,1886,202886.57,252596.27,1328,860,-23.28,223,721,1272.46,749,-28,77891.56,-76619.1,88,184
2020-11-14 00:00:00,111.16,2196,4109,456755.3,2251,1858,280778.13,175977.17,1416,1044,-14.1,69,-226,-79857.13,-302,76,-86443.08,6585.94,30,43
2020-11-15 00:00:00,97.06,2265,3883,376898.17,1949,1934,194335.05,182563.11,1446,1087,8.82,-257,-775,-47838.11,-208,-567,-19864.88,-27973.22,-156,-158
2020-11-16 00:00:00,105.88,2008,3108,329060.06,1741,1367,174470.17,154589.89,1290,929,11.13,-262,-691,-46257.43,-561,-130,-3114.06,-43143.37,-227,-81
2020-11-17 00:00:00,117.01,1746,2417,282802.63,1180,1237,171356.11,111446.52,1063,848,4.6,44,158,30352.68,-28,186,4664.95,25687.73,28,-5
2020-11-18 00:00:00,121.61,1790,2575,313155.31,1152,1423,176021.06,137134.25,1091,843,-1.92,318,558,61835.3,462,96,52528.75,9306.55,240,157
2020-11-19 00:00:00,119.69,2108,3133,374990.61,1614,1519,228549.81,146440.8,1331,1000,-6.27,-376,-714,-100636.66,-365,-349,-71937.57,-28699.09,-255,-190
2020-11-20 00:00:00,113.42,1732,2419,274353.95,1249,1170,156612.24,117741.71,1076,810,152.73,-66,32,377989.9,103,-71,309304.77,68685.13,-29,-35
2020-11-21 00:00:00,266.15,1666,2451,652343.85,1352,1099,465917.01,186426.84,1047,775,-127.31,67,142,-292330.64,65,77,-228185.32,-64145.32,83,-3
2020-11-22 00:00:00,138.84,1733,2593,360013.21,1417,1176,237731.69,122281.52,1130,772,25.33,-340,-719,-52353.34,-473,-246,-126987.1,74633.76,-280,-126
2020-11-23 00:00:00,164.17,1393,1874,307659.87,944,930,110744.59,196915.28,850,646,-38.57,-49,-196,-96902.43,-66,-130,1700.19,-98602.63,-9,-30
2020-11-24 00:00:00,125.6,1344,1678,210757.44,878,800,112444.78,98312.65,841,616,-26.55,260,502,5172.66,458,44,28699.71,-23527.04,184,97
2020-11-25 00:00:00,99.05,1604,2180,215930.1,1336,844,141144.49,74785.61,1025,713,18,-201,-253,9633.33,-151,-102,-7630.26,17263.59,-105,-115
2020-11-26 00:00:00,117.05,1403,1927,225563.43,1185,742,133514.23,92049.2,920,598,-41.06,635,2630,120717.73,2140,490,116513.22,4204.52,437,309
2020-11-27 00:00:00,75.99,2038,4557,346281.16,3325,1232,250027.45,96253.72,1357,907,6.16,180,-328,1136.19,-235,-93,-10316.49,11452.67,147,90
2020-11-28 00:00:00,82.15,2218,4229,347417.35,3090,1139,239710.96,107706.39,1504,997,47.23,-63,-655,114980.47,-607,-48,125150.14,-10169.67,-105,8
2020-11-29 00:00:00,129.38,2155,3574,462397.82,2483,1091,364861.1,97536.72,1399,1005,20.21,-792,-1772,-192842.11,-1377,-395,-230536.56,37694.44,-537,-382
2020-11-30 00:00:00,149.59,1363,1802,269555.71,1106,696,134324.54,135231.16,862,623,-72.29,151,359,-102509.66,232,127,-23833.32,-78676.33,86,99
2020-12-01 00:00:00,77.3,1514,2161,167046.05,1338,823,110491.22,56554.83,948,722,97.17,299,756,341880.29,679,77,319211.45,22668.84,273,69
2020-12-02 00:00:00,174.47,1813,2917,508926.34,2017,900,429702.67,79223.67,1221,791,-79.74,-76,-399,-270391.15,-286,-113,-264840.43,-5550.73,-125,-3
2020-12-03 00:00:00,94.73,1737,2518,238535.19,1731,787,164862.24,73672.94,1096,788,61.46,104,500,232843.08,343,157,191378.2,41464.89,116,29
2020-12-04 00:00:00,156.19,1841,3018,471378.27,2074,944,356240.44,115137.83,1212,817,-59.38,61,418,-138755.91,358,60,-144169.79,5413.88,14,64
2020-12-05 00:00:00,96.81,1902,3436,332622.36,2432,1004,212070.65,120551.71,1226,881,6.9,151,304,55235.38,99,205,40203.63,15031.75,98,76
