"DateTime","Primary sales USD","Secondary sales USD"
"2018-11-18 00:00:00",20559.34,37320.79
"2018-11-19 00:00:00",63458.92,46639.22
"2018-11-20 00:00:00",56544.16,22197.08
"2018-11-21 00:00:00",17235.87,23067.03
"2018-11-22 00:00:00",24068.09,31114.31
"2018-11-23 00:00:00",38401.62,35267.39
"2018-11-24 00:00:00",18597.52,27324.42
"2018-11-25 00:00:00",21729.36,7897.61
"2018-11-26 00:00:00",24620.1,19702.09
"2018-11-27 00:00:00",22852.76,26711.26
"2018-11-28 00:00:00",32435.03,15354.87
"2018-11-29 00:00:00",73715.01,22746.51
"2018-11-30 00:00:00",80719.4,20435.54
"2018-12-01 00:00:00",31259.02,29268.3
"2018-12-02 00:00:00",28242.49,26374.8
"2018-12-03 00:00:00",24618.85,12874.93
"2018-12-04 00:00:00",21938.8,22254.16
"2018-12-05 00:00:00",21940.5,33100.62
"2018-12-06 00:00:00",16136.66,17035.37
"2018-12-07 00:00:00",18087.39,13653.51
"2018-12-08 00:00:00",25987.32,46366.22
"2018-12-09 00:00:00",19058.52,24483.61
"2018-12-10 00:00:00",15854.94,15854.99
"2018-12-11 00:00:00",127722.67,56932.79
"2018-12-12 00:00:00",850695.97,26954.92
"2018-12-13 00:00:00",22504.88,22885
"2018-12-14 00:00:00",159155.16,24594.67
"2018-12-15 00:00:00",88881.43,29098.02
"2018-12-16 00:00:00",174077.27,19074.15
"2018-12-17 00:00:00",42054.48,13985.23
"2018-12-18 00:00:00",30318.14,28403.15
"2018-12-19 00:00:00",370309.01,23008.84
"2018-12-20 00:00:00",970689.85,47918.59
"2018-12-21 00:00:00",2737235.99,111540.81
"2018-12-22 00:00:00",410234.01,49773.24
"2018-12-23 00:00:00",1295326.84,58706.66
"2018-12-24 00:00:00",23042.54,43489.67
"2018-12-25 00:00:00",20798.81,43597.4
"2018-12-26 00:00:00",9833.22,16248.13
"2018-12-27 00:00:00",11228.85,16534.98
"2018-12-28 00:00:00",44149.36,19212.28
"2018-12-29 00:00:00",9522.84,15394.84
"2018-12-30 00:00:00",32613.44,21456.04
"2018-12-31 00:00:00",32569.03,28807.53
"2019-01-01 00:00:00",8670.71,11661.06
"2019-01-02 00:00:00",12695.91,16367.01
"2019-01-03 00:00:00",11661.66,33234.75
"2019-01-04 00:00:00",32128.09,19742.63
"2019-01-05 00:00:00",10599.1,20209.39
"2019-01-06 00:00:00",712861.59,20208.73
"2019-01-07 00:00:00",9870.21,27260.68
"2019-01-08 00:00:00",26335.46,28733.17
"2019-01-09 00:00:00",19001.69,23104.88
