,DateTime,Average_NFT_in_USD,Active_market_wallets,Number_of_sales,Sales_USD,Primary_Sales,Secondary_sales,Primary_sales_USD,Secondary_sales_USD,Unique_buyers,Unique_sellers,ΔAverage_NFT_in_USD,ΔActive_market_wallets,ΔNumber_of_sales,ΔSales_USD,ΔPrimary_Sales,ΔSecondary_sales,ΔPrimary_sales_USD,ΔSecondary_sales_USD,ΔUnique_buyers,ΔUnique_sellers,extern_Open_ETH,extern_Open_BTC,extern_Open_NASDAQ,extern_Open_USD,SVI_BAYC,SVI_bored_ape_yacht_club,SVI_cryptopunks,SVI_metaverse,SVI_NFT,month,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12
65,2021-12-05,604.36,77247.0,146247.0,88386440.09,65256.0,80991.0,24804142.76,63582297.34,56096.0,35872.0,3.98,-6756.0,-6680.0,-3482682.73,-4422.0,-2258.0,-6215255.96,2732573.22,-5566.0,-2431.0,4119.628906,49201.519531,,,412,231,59,1376,1450,12,0,0,0,0,0,0,0,0,0,0,0,1
66,2021-12-06,608.34,70491.0,139567.0,84903757.36,60834.0,78733.0,18588886.8,66314870.56,50530.0,33441.0,32.39,2955.0,-2135.0,3153491.42,-3046.0,911.0,4856222.78,-1702731.36,2080.0,1130.0,4199.0,49413.480469,15117.629883000001,96.150002,220,369,182,1461,1438,12,0,0,0,0,0,0,0,0,0,0,0,1
67,2021-12-07,640.73,73446.0,137432.0,88057248.78,57788.0,79644.0,23445109.58,64612139.2,52610.0,34571.0,-148.04,12476.0,44351.0,1504818.22,25378.0,18973.0,-3497790.41,5002608.64,6973.0,9576.0,4358.586914,50581.828125,15510.910156,96.300003,80,382,185,1321,1503,12,0,0,0,0,0,0,0,0,0,0,0,1
68,2021-12-08,492.69,85922.0,181783.0,89562067.0,83166.0,98617.0,19947319.17,69614747.84,59583.0,44147.0,457.83,-9884.0,-64102.0,22295988.8,-45938.0,-18164.0,7688267.44,14607721.35,-7571.0,-4986.0,4311.674316,50667.648438,15690.650391,96.260002,387,393,354,1396,1725,12,0,0,0,0,0,0,0,0,0,0,0,1
69,2021-12-09,950.52,76038.0,117681.0,111858055.8,37228.0,80453.0,27635586.61,84222469.19,52012.0,39161.0,-180.31,-4814.0,-3574.0,-23971994.57,-2613.0,-961.0,-7063555.4,-16908439.17,-2714.0,-3971.0,4433.024902,50450.082031,15720.540038999998,95.959999,95,336,282,1528,1671,12,0,0,0,0,0,0,0,0,0,0,0,1
70,2021-12-10,770.21,71224.0,114107.0,87886061.23,34615.0,79492.0,20572031.21,67314030.02,49298.0,35190.0,39.54,7288.0,10373.0,12911377.07,15844.0,-5471.0,23288840.86,-10377463.78,9448.0,-1834.0,4113.588379,47642.144531,15629.589844,96.220001,321,325,212,1330,1274,12,0,0,0,0,0,0,0,0,0,0,0,1
71,2021-12-11,809.75,78512.0,124480.0,100797438.3,50459.0,74021.0,43860872.07,56936566.24,58746.0,33356.0,-100.68,-5355.0,-10857.0,-20230605.68,-10464.0,-393.0,-12183889.5,-8046716.19,-5933.0,-534.0,3909.667725,47264.632813,,,120,322,400,1342,1203,12,0,0,0,0,0,0,0,0,0,0,0,1
72,2021-12-12,709.07,73157.0,113623.0,80566832.62,39995.0,73628.0,31676982.57,48889850.05,52813.0,32822.0,525.83,114.0,-6168.0,52129000.58,-10119.0,3951.0,28806532.96,23322467.64,21.0,1026.0,4084.811279,49354.855469,,,228,727,279,1295,1278,12,0,0,0,0,0,0,0,0,0,0,0,1
73,2021-12-13,1234.9,73271.0,107455.0,132695833.2,29876.0,77579.0,60483515.53,72212317.69,52834.0,33848.0,-103.88,2350.0,-2672.0,-14184048.3,-5474.0,2802.0,-18032201.62,3848153.3,-533.0,2928.0,4136.359863000001,50114.742188,15621.269531,96.050003,283,467,229,1281,1271,12,0,0,0,0,0,0,0,0,0,0,0,1
74,2021-12-14,1131.02,75621.0,104783.0,118511784.9,24402.0,80381.0,42451313.91,76060470.99,52301.0,36776.0,-306.0,-1504.0,393.0,-31740005.54,1662.0,-1269.0,-20940778.62,-10799226.92,-2059.0,698.0,3782.822754,46709.824219,15215.959961000002,96.349998,289,344,307,1480,1479,12,0,0,0,0,0,0,0,0,0,0,0,1
